"count","datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","casual","registered"
69,"2011-10-13 10:00:00",4,0,1,3,22.96,26.515,100,8.9981,16,53
84,"2011-10-13 11:00:00",4,0,1,2,25.42,28.79,83,0,8,76
105,"2011-10-13 12:00:00",4,0,1,2,25.42,28.03,88,0,10,95
162,"2011-10-13 13:00:00",4,0,1,2,26.24,28.79,83,11.0014,20,142
133,"2011-10-13 14:00:00",4,0,1,1,27.06,30.305,78,12.998,22,111
155,"2011-10-13 15:00:00",4,0,1,1,27.06,30.305,78,12.998,27,128
276,"2011-10-13 16:00:00",4,0,1,1,27.06,31.06,74,15.0013,36,240
479,"2011-10-13 17:00:00",4,0,1,3,25.42,28.79,83,16.9979,47,432
268,"2011-10-13 18:00:00",4,0,1,3,25.42,28.79,83,16.9979,20,248
205,"2011-10-13 19:00:00",4,0,1,2,25.42,28.79,83,11.0014,18,187
181,"2011-10-13 20:00:00",4,0,1,1,25.42,28.79,83,19.0012,15,166
123,"2011-10-13 21:00:00",4,0,1,1,25.42,28.79,83,12.998,8,115
114,"2011-10-13 22:00:00",4,0,1,1,25.42,28.79,83,12.998,13,101
47,"2011-10-13 23:00:00",4,0,1,2,23.78,27.275,88,12.998,2,45
39,"2011-10-14 00:00:00",4,0,1,1,23.78,27.275,94,6.0032,10,29
24,"2011-10-14 01:00:00",4,0,1,1,23.78,27.275,94,8.9981,8,16
6,"2011-10-14 02:00:00",4,0,1,1,22.96,26.515,94,11.0014,0,6
7,"2011-10-14 03:00:00",4,0,1,1,22.96,26.515,94,8.9981,1,6
8,"2011-10-14 04:00:00",4,0,1,1,22.96,26.515,94,12.998,0,8
17,"2011-10-14 05:00:00",4,0,1,2,22.96,26.515,94,11.0014,0,17
94,"2011-10-14 06:00:00",4,0,1,3,22.96,26.515,88,12.998,4,90
147,"2011-10-14 07:00:00",4,0,1,3,22.96,26.515,88,12.998,10,137
209,"2011-10-14 08:00:00",4,0,1,2,22.96,26.515,90,11.0014,23,186
180,"2011-10-14 09:00:00",4,0,1,2,22.96,26.515,94,15.0013,16,164
125,"2011-10-14 10:00:00",4,0,1,3,22.14,25.76,88,23.9994,17,108
87,"2011-10-14 11:00:00",4,0,1,3,21.32,25,88,11.0014,11,76
75,"2011-10-14 12:00:00",4,0,1,3,21.32,25,88,11.0014,13,62
132,"2011-10-14 13:00:00",4,0,1,1,22.96,26.515,73,23.9994,18,114
156,"2011-10-14 14:00:00",4,0,1,1,25.42,31.06,43,23.9994,37,119
230,"2011-10-14 15:00:00",4,0,1,1,25.42,31.06,43,19.0012,61,169
344,"2011-10-14 16:00:00",4,0,1,1,24.6,31.06,43,15.0013,80,264
481,"2011-10-14 17:00:00",4,0,1,1,23.78,27.275,46,27.9993,55,426
423,"2011-10-14 18:00:00",4,0,1,1,22.14,25.76,39,19.0012,62,361
248,"2011-10-14 19:00:00",4,0,1,1,22.14,25.76,39,22.0028,27,221
196,"2011-10-14 20:00:00",4,0,1,1,21.32,25,42,12.998,19,177
178,"2011-10-14 21:00:00",4,0,1,1,20.5,24.24,45,12.998,22,156
143,"2011-10-14 22:00:00",4,0,1,1,18.86,22.725,59,15.0013,20,123
95,"2011-10-14 23:00:00",4,0,1,1,18.86,22.725,59,11.0014,15,80
106,"2011-10-15 00:00:00",4,0,0,1,18.86,22.725,55,7.0015,18,88
73,"2011-10-15 01:00:00",4,0,0,1,18.86,22.725,55,16.9979,9,64
56,"2011-10-15 02:00:00",4,0,0,1,18.86,22.725,59,12.998,17,39
23,"2011-10-15 03:00:00",4,0,0,1,18.04,21.97,62,12.998,5,18
6,"2011-10-15 04:00:00",4,0,0,1,17.22,21.21,67,8.9981,0,6
7,"2011-10-15 05:00:00",4,0,0,1,17.22,21.21,71,11.0014,1,6
20,"2011-10-15 06:00:00",4,0,0,1,16.4,20.455,71,0,5,15
57,"2011-10-15 07:00:00",4,0,0,1,16.4,20.455,76,7.0015,17,40
125,"2011-10-15 08:00:00",4,0,0,1,18.86,22.725,59,19.0012,24,101
207,"2011-10-15 09:00:00",4,0,0,1,21.32,25,48,19.9995,50,157
322,"2011-10-15 10:00:00",4,0,0,1,22.14,25.76,45,30.0026,115,207
374,"2011-10-15 11:00:00",4,0,0,1,22.96,26.515,40,26.0027,153,221
456,"2011-10-15 12:00:00",4,0,0,1,23.78,27.275,35,36.9974,195,261
394,"2011-10-15 13:00:00",4,0,0,1,24.6,31.06,35,31.0009,171,223
472,"2011-10-15 14:00:00",4,0,0,1,24.6,31.06,33,31.0009,242,230
377,"2011-10-15 15:00:00",4,0,0,1,25.42,31.06,31,32.9975,166,211
443,"2011-10-15 16:00:00",4,0,0,1,25.42,31.06,29,26.0027,179,264
441,"2011-10-15 17:00:00",4,0,0,1,23.78,27.275,32,19.0012,177,264
372,"2011-10-15 18:00:00",4,0,0,1,22.14,25.76,39,12.998,121,251
238,"2011-10-15 19:00:00",4,0,0,1,20.5,24.24,51,8.9981,61,177
179,"2011-10-15 20:00:00",4,0,0,1,20.5,24.24,48,8.9981,42,137
168,"2011-10-15 21:00:00",4,0,0,1,20.5,24.24,42,15.0013,53,115
166,"2011-10-15 22:00:00",4,0,0,1,20.5,24.24,36,8.9981,45,121
135,"2011-10-15 23:00:00",4,0,0,1,19.68,23.485,41,11.0014,33,102
107,"2011-10-16 00:00:00",4,0,0,1,18.86,22.725,44,8.9981,22,85
77,"2011-10-16 01:00:00",4,0,0,1,18.04,21.97,47,8.9981,13,64
65,"2011-10-16 02:00:00",4,0,0,1,17.22,21.21,54,8.9981,13,52
42,"2011-10-16 03:00:00",4,0,0,1,17.22,21.21,54,8.9981,11,31
12,"2011-10-16 04:00:00",4,0,0,1,17.22,21.21,54,12.998,5,7
7,"2011-10-16 05:00:00",4,0,0,1,17.22,21.21,54,11.0014,1,6
10,"2011-10-16 06:00:00",4,0,0,1,15.58,19.695,66,11.0014,3,7
48,"2011-10-16 07:00:00",4,0,0,1,16.4,20.455,62,8.9981,9,39
99,"2011-10-16 08:00:00",4,0,0,1,18.04,21.97,62,12.998,28,71
190,"2011-10-16 09:00:00",4,0,0,1,20.5,24.24,45,15.0013,39,151
347,"2011-10-16 10:00:00",4,0,0,1,22.14,25.76,45,16.9979,121,226
377,"2011-10-16 11:00:00",4,0,0,1,22.96,26.515,35,19.0012,159,218
444,"2011-10-16 12:00:00",4,0,0,1,23.78,27.275,35,16.9979,167,277
438,"2011-10-16 13:00:00",4,0,0,1,24.6,31.06,35,19.9995,169,269
462,"2011-10-16 14:00:00",4,0,0,1,24.6,31.06,40,19.9995,204,258
412,"2011-10-16 15:00:00",4,0,0,1,25.42,31.06,35,26.0027,182,230
466,"2011-10-16 16:00:00",4,0,0,1,24.6,31.06,46,26.0027,177,289
405,"2011-10-16 17:00:00",4,0,0,1,23.78,27.275,49,31.0009,152,253
328,"2011-10-16 18:00:00",4,0,0,1,22.96,26.515,49,30.0026,102,226
233,"2011-10-16 19:00:00",4,0,0,1,22.14,25.76,52,26.0027,52,181
178,"2011-10-16 20:00:00",4,0,0,1,22.14,25.76,52,31.0009,49,129
102,"2011-10-16 21:00:00",4,0,0,1,22.14,25.76,52,26.0027,14,88
130,"2011-10-16 22:00:00",4,0,0,1,22.96,26.515,49,27.9993,42,88
62,"2011-10-16 23:00:00",4,0,0,1,22.96,26.515,52,27.9993,14,48
37,"2011-10-17 00:00:00",4,0,1,1,22.14,25.76,56,22.0028,12,25
17,"2011-10-17 01:00:00",4,0,1,1,22.96,26.515,54,26.0027,2,15
7,"2011-10-17 02:00:00",4,0,1,1,22.96,26.515,54,26.0027,4,3
2,"2011-10-17 03:00:00",4,0,1,1,22.96,26.515,49,12.998,0,2
5,"2011-10-17 04:00:00",4,0,1,1,21.32,25,59,11.0014,2,3
29,"2011-10-17 05:00:00",4,0,1,1,20.5,24.24,63,19.9995,1,28
114,"2011-10-17 06:00:00",4,0,1,1,20.5,24.24,55,16.9979,7,107
309,"2011-10-17 07:00:00",4,0,1,2,20.5,24.24,55,11.0014,10,299
414,"2011-10-17 08:00:00",4,0,1,2,20.5,24.24,51,16.9979,33,381
206,"2011-10-17 09:00:00",4,0,1,2,20.5,24.24,45,19.0012,26,180
135,"2011-10-17 10:00:00",4,0,1,1,21.32,25,45,11.0014,43,92
166,"2011-10-17 11:00:00",4,0,1,1,22.96,26.515,43,0,35,131
205,"2011-10-17 12:00:00",4,0,1,1,22.96,26.515,40,6.0032,39,166
205,"2011-10-17 13:00:00",4,0,1,1,22.96,26.515,46,6.0032,49,156
166,"2011-10-17 14:00:00",4,0,1,1,23.78,27.275,49,12.998,44,122
208,"2011-10-17 15:00:00",4,0,1,1,22.96,26.515,60,16.9979,66,142
302,"2011-10-17 16:00:00",4,0,1,1,23.78,27.275,56,16.9979,64,238
620,"2011-10-17 17:00:00",4,0,1,1,22.96,26.515,64,8.9981,80,540
518,"2011-10-17 18:00:00",4,0,1,1,22.96,26.515,60,0,49,469
333,"2011-10-17 19:00:00",4,0,1,1,22.14,25.76,68,7.0015,45,288
229,"2011-10-17 20:00:00",4,0,1,1,21.32,25,77,7.0015,40,189
177,"2011-10-17 21:00:00",4,0,1,1,20.5,24.24,77,7.0015,36,141
104,"2011-10-17 22:00:00",4,0,1,1,20.5,24.24,77,0,16,88
62,"2011-10-17 23:00:00",4,0,1,2,19.68,23.485,88,0,10,52
31,"2011-10-18 00:00:00",4,0,1,1,19.68,23.485,82,0,8,23
11,"2011-10-18 01:00:00",4,0,1,2,18.86,22.725,88,0,4,7
5,"2011-10-18 02:00:00",4,0,1,1,18.04,21.97,94,6.0032,1,4
1,"2011-10-18 03:00:00",4,0,1,1,18.04,21.97,94,6.0032,0,1
4,"2011-10-18 04:00:00",4,0,1,2,18.04,21.97,94,7.0015,0,4
21,"2011-10-18 05:00:00",4,0,1,2,18.86,22.725,88,0,2,19
109,"2011-10-18 06:00:00",4,0,1,1,18.86,22.725,82,6.0032,4,105
341,"2011-10-18 07:00:00",4,0,1,1,18.86,22.725,88,6.0032,15,326
499,"2011-10-18 08:00:00",4,0,1,1,20.5,24.24,77,6.0032,25,474
227,"2011-10-18 09:00:00",4,0,1,2,21.32,25,77,6.0032,29,198
102,"2011-10-18 10:00:00",4,0,1,2,22.96,26.515,68,0,27,75
147,"2011-10-18 11:00:00",4,0,1,2,24.6,31.06,49,7.0015,35,112
201,"2011-10-18 12:00:00",4,0,1,2,25.42,31.06,43,6.0032,42,159
219,"2011-10-18 13:00:00",4,0,1,2,26.24,31.06,38,12.998,48,171
169,"2011-10-18 14:00:00",4,0,1,2,25.42,31.06,41,11.0014,32,137
205,"2011-10-18 15:00:00",4,0,1,1,25.42,31.06,50,12.998,66,139
304,"2011-10-18 16:00:00",4,0,1,1,25.42,31.06,57,16.9979,58,246
625,"2011-10-18 17:00:00",4,0,1,1,24.6,30.305,60,8.9981,72,553
570,"2011-10-18 18:00:00",4,0,1,1,22.96,26.515,68,7.0015,58,512
317,"2011-10-18 19:00:00",4,0,1,1,22.96,26.515,60,7.0015,31,286
227,"2011-10-18 20:00:00",4,0,1,1,22.14,25.76,64,11.0014,23,204
206,"2011-10-18 21:00:00",4,0,1,2,22.14,25.76,68,8.9981,28,178
137,"2011-10-18 22:00:00",4,0,1,2,21.32,25,77,11.0014,22,115
70,"2011-10-18 23:00:00",4,0,1,2,21.32,25,77,12.998,7,63
34,"2011-10-19 00:00:00",4,0,1,2,21.32,25,77,12.998,11,23
16,"2011-10-19 01:00:00",4,0,1,2,21.32,25,77,12.998,7,9
7,"2011-10-19 02:00:00",4,0,1,2,21.32,25,77,12.998,1,6
3,"2011-10-19 04:00:00",4,0,1,3,20.5,24.24,94,12.998,0,3
3,"2011-10-19 05:00:00",4,0,1,3,20.5,24.24,100,7.0015,0,3
31,"2011-10-19 06:00:00",4,0,1,3,21.32,25,83,16.9979,3,28
68,"2011-10-19 07:00:00",4,0,1,3,21.32,25,77,16.9979,1,67
210,"2011-10-19 08:00:00",4,0,1,3,22.14,25.76,70,32.9975,10,200
202,"2011-10-19 09:00:00",4,0,1,3,21.32,25,88,32.9975,17,185
123,"2011-10-19 10:00:00",4,0,1,3,21.32,25,88,32.9975,14,109
149,"2011-10-19 11:00:00",4,0,1,3,21.32,25,94,16.9979,33,116
130,"2011-10-19 12:00:00",4,0,1,3,21.32,25,94,22.0028,13,117
106,"2011-10-19 13:00:00",4,0,1,2,22.14,25.76,94,19.0012,20,86
97,"2011-10-19 14:00:00",4,0,1,3,22.14,25.76,94,11.0014,17,80
120,"2011-10-19 15:00:00",4,0,1,3,22.14,25.76,100,8.9981,21,99
201,"2011-10-19 16:00:00",4,0,1,3,22.96,26.515,94,11.0014,21,180
181,"2011-10-19 17:00:00",4,0,1,3,22.96,26.515,94,11.0014,11,170
140,"2011-10-19 18:00:00",4,0,1,3,22.96,26.515,100,11.0014,8,132
197,"2011-10-19 19:00:00",4,0,1,2,24.6,27.275,88,8.9981,8,189
145,"2011-10-19 20:00:00",4,0,1,3,24.6,25.76,94,6.0032,5,140
85,"2011-10-19 21:00:00",4,0,1,2,23.78,27.275,94,8.9981,6,79
107,"2011-10-19 22:00:00",4,0,1,2,23.78,27.275,94,23.9994,13,94
69,"2011-10-19 23:00:00",4,0,1,2,23.78,27.275,94,23.9994,14,55
21,"2011-11-01 00:00:00",4,0,1,2,14.76,17.425,87,11.0014,3,18
11,"2011-11-01 01:00:00",4,0,1,1,14.76,17.425,81,8.9981,3,8
4,"2011-11-01 02:00:00",4,0,1,2,14.76,17.425,81,11.0014,1,3
6,"2011-11-01 03:00:00",4,0,1,2,14.76,17.425,81,8.9981,1,5
8,"2011-11-01 04:00:00",4,0,1,1,13.94,15.91,81,15.0013,1,7
18,"2011-11-01 05:00:00",4,0,1,1,13.12,15.91,81,12.998,0,18
93,"2011-11-01 06:00:00",4,0,1,1,13.12,15.91,81,12.998,3,90
254,"2011-11-01 07:00:00",4,0,1,1,13.94,16.665,76,12.998,8,246
419,"2011-11-01 08:00:00",4,0,1,1,14.76,16.665,71,16.9979,17,402
222,"2011-11-01 09:00:00",4,0,1,1,16.4,20.455,66,11.0014,16,206
135,"2011-11-01 10:00:00",4,0,1,1,18.04,21.97,62,8.9981,21,114
117,"2011-11-01 11:00:00",4,0,1,1,18.86,22.725,63,7.0015,16,101
176,"2011-11-01 12:00:00",4,0,1,1,20.5,24.24,48,6.0032,23,153
167,"2011-11-01 13:00:00",4,0,1,1,19.68,23.485,55,12.998,20,147
150,"2011-11-01 14:00:00",4,0,1,1,20.5,24.24,48,16.9979,32,118
186,"2011-11-01 15:00:00",4,0,1,1,20.5,24.24,45,8.9981,38,148
298,"2011-11-01 16:00:00",4,0,1,1,19.68,23.485,44,11.0014,46,252
506,"2011-11-01 17:00:00",4,0,1,1,18.04,21.97,54,11.0014,36,470
460,"2011-11-01 18:00:00",4,0,1,1,17.22,21.21,58,7.0015,39,421
313,"2011-11-01 19:00:00",4,0,1,1,17.22,21.21,58,6.0032,39,274
209,"2011-11-01 20:00:00",4,0,1,1,16.4,20.455,71,0,18,191
127,"2011-11-01 21:00:00",4,0,1,1,14.76,18.94,81,0,13,114
96,"2011-11-01 22:00:00",4,0,1,1,14.76,18.94,81,0,5,91
72,"2011-11-01 23:00:00",4,0,1,1,13.94,18.18,87,0,11,61
19,"2011-11-02 00:00:00",4,0,1,1,13.12,17.425,87,0,0,19
10,"2011-11-02 01:00:00",4,0,1,1,12.3,16.665,87,0,2,8
2,"2011-11-02 02:00:00",4,0,1,1,12.3,16.665,87,0,0,2
2,"2011-11-02 03:00:00",4,0,1,1,12.3,16.665,75,0,0,2
4,"2011-11-02 04:00:00",4,0,1,1,12.3,16.665,87,0,0,4
27,"2011-11-02 05:00:00",4,0,1,1,12.3,16.665,81,0,0,27
92,"2011-11-02 06:00:00",4,0,1,1,12.3,16.665,81,0,1,91
251,"2011-11-02 07:00:00",4,0,1,1,12.3,16.665,81,0,11,240
472,"2011-11-02 08:00:00",4,0,1,1,13.12,17.425,87,0,20,452
228,"2011-11-02 09:00:00",4,0,1,1,13.94,18.18,87,0,15,213
133,"2011-11-02 10:00:00",4,0,1,1,16.4,20.455,71,6.0032,25,108
144,"2011-11-02 11:00:00",4,0,1,1,17.22,21.21,71,8.9981,27,117
189,"2011-11-02 12:00:00",4,0,1,1,18.86,22.725,55,11.0014,32,157
161,"2011-11-02 13:00:00",4,0,1,1,19.68,23.485,48,11.0014,22,139
172,"2011-11-02 14:00:00",4,0,1,1,20.5,24.24,45,11.0014,40,132
187,"2011-11-02 15:00:00",4,0,1,1,19.68,23.485,51,11.0014,26,161
266,"2011-11-02 16:00:00",4,0,1,1,19.68,23.485,51,7.0015,35,231
553,"2011-11-02 17:00:00",4,0,1,1,18.04,21.97,62,12.998,30,523
479,"2011-11-02 18:00:00",4,0,1,1,17.22,21.21,71,11.0014,31,448
282,"2011-11-02 19:00:00",4,0,1,1,16.4,20.455,76,8.9981,25,257
182,"2011-11-02 20:00:00",4,0,1,1,16.4,20.455,66,8.9981,5,177
168,"2011-11-02 21:00:00",4,0,1,1,15.58,19.695,71,8.9981,13,155
106,"2011-11-02 22:00:00",4,0,1,1,14.76,17.425,71,8.9981,7,99
57,"2011-11-02 23:00:00",4,0,1,1,14.76,18.18,76,6.0032,3,54
31,"2011-11-03 00:00:00",4,0,1,1,14.76,18.18,76,6.0032,3,28
15,"2011-11-03 01:00:00",4,0,1,1,13.94,16.665,81,8.9981,3,12
7,"2011-11-03 02:00:00",4,0,1,1,13.94,16.665,76,8.9981,2,5
5,"2011-11-03 03:00:00",4,0,1,1,13.94,16.665,81,8.9981,1,4
4,"2011-11-03 04:00:00",4,0,1,1,13.12,16.665,81,6.0032,1,3
28,"2011-11-03 05:00:00",4,0,1,1,13.12,16.665,81,8.9981,1,27
99,"2011-11-03 06:00:00",4,0,1,1,13.94,16.665,76,12.998,3,96
292,"2011-11-03 07:00:00",4,0,1,2,13.12,16.665,81,6.0032,12,280
402,"2011-11-03 08:00:00",4,0,1,2,13.94,17.425,81,6.0032,8,394
164,"2011-11-03 09:00:00",4,0,1,2,14.76,17.425,81,12.998,9,155
110,"2011-11-03 10:00:00",4,0,1,2,16.4,20.455,76,12.998,12,98
120,"2011-11-03 11:00:00",4,0,1,1,18.04,21.97,67,12.998,12,108
179,"2011-11-03 12:00:00",4,0,1,1,20.5,24.24,51,12.998,17,162
169,"2011-11-03 13:00:00",4,0,1,2,21.32,25,48,16.9979,19,150
152,"2011-11-03 14:00:00",4,0,1,1,21.32,25,52,11.0014,32,120
162,"2011-11-03 15:00:00",4,0,1,1,21.32,25,52,11.0014,24,138
267,"2011-11-03 16:00:00",4,0,1,1,21.32,25,48,12.998,33,234
498,"2011-11-03 17:00:00",4,0,1,1,19.68,23.485,55,6.0032,33,465
433,"2011-11-03 18:00:00",4,0,1,1,18.86,22.725,63,8.9981,24,409
252,"2011-11-03 19:00:00",4,0,1,1,18.04,21.97,67,6.0032,18,234
209,"2011-11-03 20:00:00",4,0,1,1,17.22,21.21,71,7.0015,11,198
144,"2011-11-03 21:00:00",4,0,1,1,16.4,20.455,76,8.9981,4,140
137,"2011-11-03 22:00:00",4,0,1,1,16.4,20.455,82,0,21,116
95,"2011-11-03 23:00:00",4,0,1,1,16.4,20.455,82,6.0032,15,80
43,"2011-11-04 00:00:00",4,0,1,2,16.4,20.455,82,0,11,32
17,"2011-11-04 01:00:00",4,0,1,2,16.4,20.455,82,0,1,16
10,"2011-11-04 02:00:00",4,0,1,2,16.4,20.455,76,0,2,8
8,"2011-11-04 03:00:00",4,0,1,2,15.58,19.695,87,11.0014,1,7
7,"2011-11-04 04:00:00",4,0,1,2,15.58,19.695,87,6.0032,1,6
23,"2011-11-04 05:00:00",4,0,1,2,15.58,19.695,87,0,0,23
66,"2011-11-04 06:00:00",4,0,1,2,15.58,19.695,87,6.0032,2,64
245,"2011-11-04 07:00:00",4,0,1,2,16.4,20.455,86,15.0013,10,235
395,"2011-11-04 08:00:00",4,0,1,2,16.4,20.455,87,23.9994,8,387
254,"2011-11-04 09:00:00",4,0,1,2,17.22,21.21,71,31.0009,15,239
134,"2011-11-04 10:00:00",4,0,1,2,17.22,21.21,71,22.0028,19,115
162,"2011-11-04 11:00:00",4,0,1,2,18.04,21.97,67,30.0026,34,128
197,"2011-11-04 12:00:00",4,0,1,2,19.68,23.485,55,32.9975,44,153
194,"2011-11-04 13:00:00",4,0,1,1,18.04,21.97,51,27.9993,33,161
201,"2011-11-04 14:00:00",4,0,1,1,18.04,21.97,47,19.9995,54,147
237,"2011-11-04 15:00:00",4,0,1,1,18.86,22.725,44,26.0027,45,192
290,"2011-11-04 16:00:00",4,0,1,1,18.86,22.725,36,26.0027,53,237
480,"2011-11-04 17:00:00",4,0,1,1,17.22,21.21,38,23.9994,42,438
374,"2011-11-04 18:00:00",4,0,1,1,17.22,21.21,32,31.0009,35,339
196,"2011-11-04 19:00:00",4,0,1,1,16.4,20.455,37,23.9994,14,182
186,"2011-11-04 20:00:00",4,0,1,1,14.76,16.665,43,19.0012,15,171
123,"2011-11-04 21:00:00",4,0,1,1,13.94,15.91,46,16.9979,8,115
115,"2011-11-04 22:00:00",4,0,1,1,13.94,15.15,46,22.0028,6,109
89,"2011-11-04 23:00:00",4,0,1,1,13.12,15.15,49,22.0028,17,72
52,"2011-11-05 00:00:00",4,0,0,1,13.12,14.395,45,23.9994,4,48
62,"2011-11-05 01:00:00",4,0,0,1,13.12,15.15,45,19.9995,5,57
31,"2011-11-05 02:00:00",4,0,0,1,12.3,13.635,52,22.0028,7,24
8,"2011-11-05 03:00:00",4,0,0,1,12.3,13.635,52,19.9995,0,8
8,"2011-11-05 04:00:00",4,0,0,1,11.48,12.88,56,22.0028,3,5
2,"2011-11-05 05:00:00",4,0,0,1,10.66,11.365,60,22.0028,0,2
23,"2011-11-05 06:00:00",4,0,0,1,10.66,12.12,60,16.9979,3,20
34,"2011-11-05 07:00:00",4,0,0,1,10.66,12.12,60,19.0012,3,31
84,"2011-11-05 08:00:00",4,0,0,1,11.48,12.88,56,22.0028,4,80
141,"2011-11-05 09:00:00",4,0,0,1,12.3,13.635,56,19.9995,30,111
227,"2011-11-05 10:00:00",4,0,0,1,13.12,15.15,53,16.9979,56,171
238,"2011-11-05 11:00:00",4,0,0,1,14.76,18.18,46,7.0015,69,169
372,"2011-11-05 12:00:00",4,0,0,1,14.76,17.425,46,11.0014,137,235
355,"2011-11-05 13:00:00",4,0,0,1,16.4,20.455,37,7.0015,148,207
386,"2011-11-05 14:00:00",4,0,0,1,17.22,21.21,35,8.9981,159,227
343,"2011-11-05 15:00:00",4,0,0,1,16.4,20.455,37,12.998,141,202
335,"2011-11-05 16:00:00",4,0,0,1,16.4,20.455,40,15.0013,128,207
334,"2011-11-05 17:00:00",4,0,0,1,15.58,19.695,40,11.0014,100,234
237,"2011-11-05 18:00:00",4,0,0,1,14.76,18.18,50,6.0032,52,185
204,"2011-11-05 19:00:00",4,0,0,1,13.94,18.18,53,0,45,159
165,"2011-11-05 20:00:00",4,0,0,1,13.12,17.425,66,0,29,136
118,"2011-11-05 21:00:00",4,0,0,1,13.12,17.425,66,0,19,99
82,"2011-11-05 22:00:00",4,0,0,1,12.3,16.665,65,0,10,72
85,"2011-11-05 23:00:00",4,0,0,1,11.48,15.91,70,0,4,81
75,"2011-11-06 00:00:00",4,0,0,1,11.48,15.91,75,0,10,65
115,"2011-11-06 01:00:00",4,0,0,1,10.66,15.15,81,0,11,104
29,"2011-11-06 02:00:00",4,0,0,1,10.66,15.15,81,0,6,23
9,"2011-11-06 03:00:00",4,0,0,1,9.84,14.395,87,0,5,4
6,"2011-11-06 04:00:00",4,0,0,1,9.84,14.395,87,0,0,6
5,"2011-11-06 05:00:00",4,0,0,1,9.84,12.12,87,8.9981,0,5
16,"2011-11-06 06:00:00",4,0,0,1,10.66,14.395,81,6.0032,5,11
28,"2011-11-06 07:00:00",4,0,0,1,10.66,13.635,87,7.0015,4,24
90,"2011-11-06 08:00:00",4,0,0,2,11.48,15.15,87,6.0032,19,71
170,"2011-11-06 09:00:00",4,0,0,2,12.3,15.91,75,6.0032,36,134
262,"2011-11-06 10:00:00",4,0,0,1,14.76,18.18,66,6.0032,76,186
320,"2011-11-06 11:00:00",4,0,0,1,17.22,21.21,58,6.0032,104,216
346,"2011-11-06 12:00:00",4,0,0,1,18.04,21.97,54,0,120,226
314,"2011-11-06 13:00:00",4,0,0,1,18.86,22.725,51,11.0014,105,209
320,"2011-11-06 14:00:00",4,0,0,1,18.86,22.725,55,12.998,101,219
306,"2011-11-06 15:00:00",4,0,0,1,19.68,23.485,51,12.998,96,210
347,"2011-11-06 16:00:00",4,0,0,1,18.86,22.725,55,15.0013,84,263
256,"2011-11-06 17:00:00",4,0,0,1,18.04,21.97,62,11.0014,71,185
185,"2011-11-06 18:00:00",4,0,0,1,17.22,21.21,71,7.0015,39,146
151,"2011-11-06 19:00:00",4,0,0,1,15.58,19.695,76,12.998,21,130
116,"2011-11-06 20:00:00",4,0,0,1,14.76,18.18,81,7.0015,16,100
88,"2011-11-06 21:00:00",4,0,0,1,14.76,18.18,81,6.0032,11,77
45,"2011-11-06 22:00:00",4,0,0,1,14.76,18.94,87,0,5,40
50,"2011-11-06 23:00:00",4,0,0,1,13.94,17.425,87,6.0032,7,43
15,"2011-11-07 00:00:00",4,0,1,1,13.94,18.18,87,0,1,14
8,"2011-11-07 01:00:00",4,0,1,1,13.94,18.18,87,0,2,6
2,"2011-11-07 02:00:00",4,0,1,1,13.12,17.425,93,0,0,2
3,"2011-11-07 03:00:00",4,0,1,1,13.12,17.425,93,0,0,3
6,"2011-11-07 04:00:00",4,0,1,1,13.12,17.425,93,0,2,4
26,"2011-11-07 05:00:00",4,0,1,1,12.3,16.665,93,0,1,25
99,"2011-11-07 06:00:00",4,0,1,2,11.48,15.91,93,0,2,97
311,"2011-11-07 07:00:00",4,0,1,2,11.48,15.91,93,0,6,305
410,"2011-11-07 08:00:00",4,0,1,2,12.3,15.91,100,6.0032,13,397
174,"2011-11-07 09:00:00",4,0,1,2,13.94,16.665,100,8.9981,18,156
123,"2011-11-07 10:00:00",4,0,1,1,14.76,17.425,93,8.9981,28,95
128,"2011-11-07 11:00:00",4,0,1,1,17.22,21.21,77,7.0015,28,100
179,"2011-11-07 12:00:00",4,0,1,1,18.86,22.725,67,0,21,158
189,"2011-11-07 13:00:00",4,0,1,1,22.14,25.76,49,6.0032,32,157
145,"2011-11-07 14:00:00",4,0,1,1,22.96,26.515,37,11.0014,30,115
170,"2011-11-07 15:00:00",4,0,1,1,22.96,26.515,37,7.0015,38,132
295,"2011-11-07 16:00:00",4,0,1,1,21.32,25,45,0,40,255
528,"2011-11-07 17:00:00",4,0,1,1,20.5,24.24,45,11.0014,39,489
425,"2011-11-07 18:00:00",4,0,1,1,18.86,22.725,59,7.0015,18,407
300,"2011-11-07 19:00:00",4,0,1,1,18.86,22.725,59,0,20,280
204,"2011-11-07 20:00:00",4,0,1,1,16.4,20.455,71,0,17,187
139,"2011-11-07 21:00:00",4,0,1,1,15.58,19.695,82,7.0015,10,129
108,"2011-11-07 22:00:00",4,0,1,1,14.76,18.18,81,6.0032,6,102
48,"2011-11-07 23:00:00",4,0,1,1,14.76,18.18,87,6.0032,1,47
18,"2011-11-08 00:00:00",4,0,1,1,13.94,17.425,87,6.0032,0,18
11,"2011-11-08 01:00:00",4,0,1,1,13.12,16.665,93,7.0015,3,8
1,"2011-11-08 02:00:00",4,0,1,1,13.12,17.425,87,0,0,1
3,"2011-11-08 03:00:00",4,0,1,1,13.12,17.425,87,0,0,3
4,"2011-11-08 04:00:00",4,0,1,1,12.3,16.665,87,0,0,4
